1;4;1;0
2;3;1;0
3;0;1;0
4;0;1;0
5;0;1;0
6;0;1;0
7;0;1;0
8;567;1;0
9;527;1;0
10;487;1;0
11;447;1;0
12;407;1;0
13;367;1;0
14;327;1;0
15;287;1;0
16;247;1;0
17;206;1;0
18;167;1;0
19;167;1;0
20;128;1;0
21;127;1;0
22;88;1;0
23;87;1;0
24;48;1;0
25;47;1;0
26;46;1;0
27;8;1;0
28;7;1;0
29;7;1;0
30;6;1;0
31;5;1;0
32;0;1;1
33;0;1;1
34;0;1;1
35;0;1;1
36;0;1;1
38;0;2;1
39;0;1;1
40;0;1;1
41;0;1;1
42;0;1;1
43;0;1;1
45;0;2;1
46;0;1;1
47;48;1;1
48;47;1;1
49;46;1;1
50;46;1;1
51;45;1;1
52;46;1;1
53;45;1;1
54;12;1;1
55;11;1;1
56;11;1;1
57;10;1;1
58;10;1;1
59;9;1;1
60;9;1;1
61;8;1;1
62;7;1;1
63;6;1;1
64;0;1;2
66;0;2;2
67;0;1;2
68;0;1;2
69;0;1;2
70;0;1;2
74;0;4;2
76;0;2;2
77;0;1;2
78;0;1;2
79;0;1;2
82;0;3;2
83;0;1;2
84;0;1;2
85;0;1;2
87;0;2;2
88;0;1;2
89;0;1;2
90;0;1;2
91;0;1;2
92;0;1;2
94;0;2;2
95;0;1;2
96;0;1;3
97;0;1;3
98;0;1;3
99;0;1;3
101;0;2;3
103;0;2;3
105;85;2;3
106;85;1;3
107;84;1;3
108;84;1;3
109;83;1;3
110;49;1;3
111;48;1;3
112;48;1;3
113;47;1;3
114;47;1;3
115;46;1;3
116;46;1;3
117;45;1;3
118;44;1;3
119;9;1;3
120;8;1;3
121;8;1;3
122;7;1;3
123;7;1;3
124;6;1;3
125;6;1;3
126;6;1;3
127;5;1;3
128;0;1;4
129;0;1;4
131;0;2;4
132;0;1;4
133;0;1;4
134;121;1;4
135;120;1;4
136;119;1;4
137;119;1;4
138;118;1;4
139;85;1;4
140;84;1;4
141;84;1;4
142;84;1;4
143;84;1;4
144;83;1;4
145;83;1;4
146;82;1;4
147;82;1;4
148;81;1;4
149;46;1;4
150;45;1;4
151;45;1;4
152;44;1;4
153;44;1;4
154;43;1;4
155;42;1;4
156;42;1;4
157;41;1;4
158;40;1;4
159;6;1;4
160;0;1;5
161;0;1;5
163;0;2;5
164;0;1;5
165;0;1;5
166;0;1;5
167;0;1;5
168;0;1;5
169;0;1;5
171;0;2;5
172;0;1;5
173;0;1;5
174;0;1;5
175;0;1;5
176;0;1;5
177;0;1;5
179;75;2;5
180;45;1;5
181;44;1;5
182;44;1;5
183;43;1;5
184;43;1;5
185;42;1;5
186;42;1;5
187;42;1;5
188;42;1;5
189;41;1;5
190;23;1;5
191;6;1;5
192;0;1;6
193;0;1;6
195;0;2;6
196;0;1;6
197;0;1;6
199;3;2;6
200;1;1;6
201;0;1;6
202;0;1;6
203;0;1;6
206;0;3;6
207;0;1;6
208;0;1;6
209;0;1;6
210;0;1;6
211;0;1;6
212;0;1;6
213;72;1;6
214;72;1;6
