0;529;5.0;13.4182783172;4.39226561689;5.60773438309;12.5249304792;14.3116261551
1;516;5.5;1.0;4.76113326914;6.23886673084;1.0;1.0
2;503;6.5;1.0;5.58913951726;7.41086048273;1.0;1.0
3;489;6.5;1.0;5.54779599279;7.45220400723;1.0;1.0
4;474;7.0;1.0;5.89097820646;8.10902179354;1.0;1.0
5;452;7.5;1.0;6.37997753392;8.62002246608;1.0;1.0
6;433;7.5;1.0;6.32854720808;8.67145279193;1.0;1.0
7;421;8.0;1.0;6.73030163018;9.26969836983;1.0;1.0
8;411;8.0;1.0;6.68997727262;9.31002272738;1.0;1.0
9;394;8.5;1.0;7.15112001342;9.84887998658;1.0;1.0
10;380;8.0;1.0;6.66044645299;9.33955354702;1.0;1.0
11;371;8.5;1.0;7.15173728844;9.84826271157;1.0;1.0
12;356;8.5;1.0;7.13858757837;9.86141242163;1.0;1.0
13;349;8.0;1.0;6.66099414604;9.33900585396;1.0;1.0
14;335;7.5;1.0;6.17765098988;8.82234901012;1.0;1.0
15;323;7.5;1.0;6.14480173095;8.85519826905;1.0;1.0
16;307;7.5;1.0;6.14656358186;8.85343641814;1.0;1.0
17;303;8.0;1.0;6.53284659871;9.4671534013;1.0;1.0
18;289;8.0;1.0;6.49160944042;9.50839055958;1.0;1.0
19;276;7.5;1.0;5.9894887729;9.0105112271;1.0;1.0
20;272;7.5;1.0;6.03041606638;8.96958393362;1.0;1.0
21;267;7.5;1.0;6.03001252608;8.96998747391;1.0;1.0
22;259;7.5;1.0;6.0147747403;8.98522525971;1.0;1.0
23;252;7.5;1.0;6.00157332363;8.99842667637;1.0;1.0
24;244;8.0;1.0;6.39354632345;9.60645367655;1.0;1.0
25;233;7.5;1.0;5.95428824669;9.0457117533;1.0;1.0
26;228;8.0;1.0;6.47321573019;9.52678426981;1.0;1.0
27;216;8.0;1.0;6.45887470629;9.54112529371;1.0;1.0
28;211;8.0;1.0;6.41136208505;9.58863791495;1.0;1.0
29;208;7.5;1.0;5.98670435531;9.0132956447;1.0;1.0
30;204;7.5;1.0;6.00446475479;8.99553524521;1.0;1.0
31;196;7.5;1.0;6.1004115957;8.8995884043;1.0;1.0
