0;129;1.0;7.01668222663;1.0;1.0;6.27975014151;7.75361431175
1;105;1.0;1.0;1.0;1.0;1.0;1.0
2;83;1.0;1.0;1.0;1.0;1.0;1.0
3;66;1.0;1.0;1.0;1.0;1.0;1.0
4;50;1.0;1.0;1.0;1.0;1.0;1.0
5;39;1.0;1.0;1.0;1.0;1.0;1.0
6;34;1.0;1.0;1.0;1.0;1.0;1.0
7;23;1.0;1.0;1.0;1.0;1.0;1.0
8;127;1.0;6.6544751366;1.0;1.0;5.9177017439;7.3912485293
9;101;1.0;1.0;1.0;1.0;1.0;1.0
10;81;1.0;1.0;0.945166666667;1.05483333333;1.0;1.0
11;62;1.0;1.0;0.932504832446;1.06749516755;1.0;1.0
12;48;1.0;1.0;1.0;1.0;1.0;1.0
13;40;1.0;1.0;0.754777878468;1.24522212153;1.0;1.0
14;33;1.0;1.0;1.0;1.0;1.0;1.0
15;27;1.0;1.0;1.0;1.0;1.0;1.0
16;124;1.0;6.65317967572;1.0;1.0;5.95285369917;7.35350565227
17;97;1.0;1.0;1.0;1.0;1.0;1.0
18;77;1.0;1.0;1.0;1.0;1.0;1.0
19;62;1.0;1.0;1.0;1.0;1.0;1.0
20;50;1.0;1.0;1.0;1.0;1.0;1.0
21;41;1.0;1.0;0.914364720564;1.08563527944;1.0;1.0
22;33;1.0;1.0;0.860723194056;1.13927680594;1.0;1.0
23;26;1.0;1.0;1.0;1.0;1.0;1.0
24;124;1.0;7.16295398825;1.0;1.0;6.30863042611;8.01727755039
25;97;1.0;1.0;1.0;1.0;1.0;1.0
26;75;1.0;1.0;1.0;1.0;1.0;1.0
27;62;1.0;1.0;0.937511617241;1.06248838276;1.0;1.0
28;50;1.33333333333;1.0;0.706604510507;1.96006215616;1.0;1.0
29;39;1.33333333333;1.0;0.486419949536;2.18024671713;1.0;1.0
30;31;1.0;1.0;1.0;1.0;1.0;1.0
31;23;1.0;1.0;1.0;1.0;1.0;1.0
