0;48255;18959824
0;48256;18959825
0;48257;18959825
0;48258;18959863
0;48259;18959903
0;48260;18959943
0;48261;18959983
0;48262;18960023
1;48263;18960064
1;48264;18960103
1;48265;18960143
1;48266;18960183
1;48267;18960224
1;48268;18960263
1;48269;18960303
1;48270;18960343
2;48271;18960384
2;48272;18960423
2;48273;18960472
2;48274;18960483
2;48275;18960503
2;48276;18960504
2;48277;18960543
2;48278;18960544
3;48279;18960584
3;48280;18960584
3;48281;18960585
3;48282;18960623
3;48283;18960624
3;48284;18960624
3;48285;18960625
3;48286;18960626
4;48287;18960664
4;48288;18960664
4;48289;18960665
4;48290;18960666
4;48291;18960667
4;48292;18960667
4;48293;18960668
4;48294;18960668
5;48295;18960669
5;48296;18960669
5;48297;18960670
5;48298;18960703
5;48299;18960704
5;48300;18960705
5;48301;18960705
5;48302;18960705
6;48303;18960706
6;48304;18960707
6;48305;18960707
6;48306;18960708
6;48307;18960709
6;48308;18960709
6;48309;18960710
6;48310;18960743
7;48311;18960745
7;48312;18960745
7;48313;18960746
7;48314;18960746
7;48315;18960747
7;48316;18960748
7;48317;18960748
7;48318;18960749
8;48319;18960749
8;48320;18960750
8;48321;18960783
8;48322;18960784
8;48323;18960785
8;48324;18960785
8;48325;18960786
8;48326;18960786
9;48327;18960787
9;48328;18960787
9;48329;18960787
9;48330;18960788
9;48331;18960789
9;48332;18960823
9;48333;18960824
9;48334;18960824
10;48335;18960825
10;48336;18960825
10;48337;18960826
10;48338;18960826
10;48339;18960826
10;48340;18960827
10;48341;18960829
10;48342;18960863
11;48343;18960864
11;48344;18960865
11;48345;18960873
11;48346;18960873
11;48347;18960874
11;48348;18960874
11;48349;18960875
11;48350;18960875
12;48351;18960883
12;48352;18960907
12;48353;18960908
12;48354;18960908
12;48355;18960909
12;48356;18960909
12;48357;18960909
12;48358;18960910
13;48359;18960910
13;48360;18960911
13;48361;18960912
13;48362;18960943
13;48363;18960944
13;48364;18960944
13;48365;18960945
13;48366;18960945
14;48367;18960946
14;48368;18960946
14;48369;18960947
14;48370;18960947
14;48371;18960948
14;48372;18960983
14;48373;18960984
14;48374;18960985
15;48375;18960985
15;48376;18960986
15;48377;18960986
15;48378;18960987
15;48379;18960987
15;48380;18960987
15;48381;18960988
15;48382;18961023
16;48383;18961024
16;48384;18961025
16;48385;18961025
16;48386;18961025
16;48387;18961026
16;48388;18961027
16;48389;18961027
16;48390;18961028
17;48391;18961029
17;48392;18961063
17;48393;18961064
17;48394;18961064
17;48395;18961065
17;48396;18961065
17;48397;18961066
17;48398;18961066
18;48399;18961067
18;48400;18961068
18;48401;18961069
18;48402;18961103
18;48403;18961104
18;48404;18961104
18;48405;18961105
18;48406;18961105
19;48407;18961106
19;48408;18961106
19;48409;18961107
19;48410;18961107
19;48411;18961108
19;48412;18961143
19;48413;18961144
19;48414;18961144
20;48415;18961145
20;48416;18961146
20;48417;18961146
20;48418;18961146
20;48419;18961147
20;48420;18961147
20;48421;18961148
20;48422;18961183
21;48423;18961184
21;48424;18961185
21;48425;18961185
21;48426;18961186
21;48427;18961186
21;48428;18961187
21;48429;18961187
21;48430;18961187
22;48431;18961189
22;48432;18961223
22;48433;18961225
22;48434;18961226
22;48435;18961226
22;48436;18961226
22;48437;18961227
22;48438;18961227
23;48439;18961228
23;48440;18961229
23;48441;18961229
23;48442;18961230
23;48443;18961263
23;48444;18961264
23;48445;18961264
23;48446;18961265
24;48447;18961266
24;48448;18961266
24;48449;18961267
24;48450;18961267
24;48451;18961268
24;48452;18961268
24;48453;18961269
24;48454;18961303
25;48455;18961304
25;48456;18961304
25;48457;18961305
25;48458;18961305
25;48459;18961306
25;48460;18961306
25;48461;18961306
25;48462;18961307
26;48463;18961307
26;48464;18961309
26;48465;18961343
26;48466;18961344
26;48467;18961345
26;48468;18961345
26;48469;18961345
26;48470;18961346
27;48471;18961347
27;48472;18961347
27;48473;18961348
27;48474;18961348
27;48475;18961349
27;48476;18961354
27;48477;18961383
27;48478;18961384
28;48479;18961385
28;48480;18961385
28;48481;18961386
28;48482;18961386
28;48483;18961387
28;48484;18961387
28;48485;18961388
28;48486;18961388
29;48487;18961389
29;48488;18961422
29;48489;18961423
29;48490;18961424
29;48491;18961424
29;48492;18961425
29;48493;18961425
29;48494;18961425
30;48495;18961426
30;48496;18961426
30;48497;18961427
30;48498;18961427
30;48499;18961427
30;48500;18961428
30;48501;18961487
30;48502;18961488
31;48503;18961488
31;48504;18961489
31;48505;18961489
31;48506;18961490
31;48507;18961491
31;48508;18961491
31;48509;18961492
31;48510;18961492
32;48511;18961493
32;48512;18961493
32;48513;18961494
32;48514;18961554
32;48515;18961555
32;48516;18961555
32;48517;18961555
32;48518;18961555
33;48519;18961556
33;48520;18961556
33;48521;18961557
33;48522;18961557
33;48523;18961557
33;48524;18961558
33;48525;18961558
33;48526;18961558
34;48527;18961620
34;48528;18961621
34;48529;18961622
34;48530;18961622
34;48531;18961622
34;48532;18961623
34;48533;18961623
34;48534;18961624
35;48535;18961624
35;48536;18961625
35;48537;18961625
35;48538;18961626
35;48539;18961627
35;48540;18961693
35;48541;18961694
35;48542;18961694
36;48543;18961695
36;48544;18961695
36;48545;18961696
36;48546;18961696
36;48547;18961697
36;48548;18961698
36;48549;18961698
36;48550;18961699
37;48551;18961700
37;48552;18961700
37;48553;18961701
37;48554;18961754
37;48555;18961755
37;48556;18961755
37;48557;18961756
37;48558;18961756
38;48559;18961757
38;48560;18961757
38;48561;18961758
38;48562;18961758
38;48563;18961759
38;48564;18961759
38;48565;18961759
38;48566;18961759
39;48567;18961760
39;48568;18961820
39;48569;18961820
39;48570;18961821
39;48571;18961821
39;48572;18961822
39;48573;18961822
39;48574;18961822
40;48575;18961823
40;48576;18961823
40;48577;18961824
40;48578;18961824
40;48579;18961825
40;48580;18961826
40;48581;18961826
40;48582;18961886
41;48583;18961887
41;48584;18961887
41;48585;18961888
41;48586;18961888
41;48587;18961889
41;48588;18961890
41;48589;18961890
41;48590;18961891
42;48591;18961891
42;48592;18961892
42;48593;18961892
42;48594;18961893
42;48595;18961893
42;48596;18961953
42;48597;18961954
42;48598;18961954
43;48599;18961955
43;48600;18961955
43;48601;18961956
43;48602;18961956
43;48603;18961957
43;48604;18961957
43;48605;18961957
43;48606;18961958
44;48607;18961958
44;48608;18961959
44;48609;18961959
44;48610;18961960
44;48611;18962019
44;48612;18962020
44;48613;18962020
44;48614;18962021
45;48615;18962021
45;48616;18962022
45;48617;18962022
45;48618;18962022
45;48619;18962023
45;48620;18962024
45;48621;18962024
45;48622;18962025
46;48623;18962025
46;48624;18962026
46;48625;18962026
46;48626;18962087
46;48627;18962087
46;48628;18962087
46;48629;18962088
46;48630;18962088
47;48631;18962089
47;48632;18962089
47;48633;18962090
47;48634;18962090
47;48635;18962090
47;48636;18962091
47;48637;18962091
47;48638;18962091
48;48639;18962092
48;48640;18962113
48;48641;18962152
48;48642;18962153
48;48643;18962153
48;48644;18962153
48;48645;18962153
48;48646;18962154
49;48647;18962155
49;48648;18962155
49;48649;18962156
49;48650;18962156
49;48651;18962157
49;48652;18962157
49;48653;18962157
49;48654;18962158
50;48655;18962158
50;48656;18962219
50;48657;18962219
50;48658;18962220
50;48659;18962220
50;48660;18962221
50;48661;18962221
50;48662;18962221
51;48663;18962222
51;48664;18962223
51;48665;18962223
51;48666;18962224
51;48667;18962224
51;48668;18962224
51;48669;18962225
51;48670;18962225
52;48671;18962285
52;48672;18962286
52;48673;18962286
52;48674;18962286
52;48675;18962287
52;48676;18962287
52;48677;18962287
52;48678;18962288
53;48679;18962288
53;48680;18962289
53;48681;18962289
53;48682;18962290
53;48683;18962290
53;48684;18962291
53;48685;18962291
53;48686;18962292
54;48687;18962352
54;48688;18962353
54;48689;18962353
54;48690;18962353
54;48691;18962354
54;48692;18962354
54;48693;18962354
54;48694;18962355
55;48695;18962355
55;48696;18962356
55;48697;18962356
55;48698;18962357
55;48699;18962357
