0;47397;68728108
0;47398;68728108
0;47399;68728108
0;47400;68728146
0;47401;68728186
0;47402;68728226
0;47403;68728274
0;47404;68728306
0;47405;68728346
0;47406;68728386
0;47407;68728426
0;47408;68728468
0;47409;68728506
0;47410;68728546
0;47411;68728586
0;47412;68728629
0;47413;68728674
0;47414;68728707
0;47415;68728746
0;47416;68728749
0;47417;68728786
0;47418;68728787
0;47419;68728826
0;47420;68728827
0;47421;68728866
0;47422;68728867
0;47423;68728906
0;47424;68728907
0;47425;68728907
0;47426;68728908
0;47427;68728946
0;47428;68728947
1;47429;68728949
1;47430;68728949
1;47431;68728950
1;47432;68728950
1;47433;68728950
1;47434;68728951
1;47435;68728986
1;47436;68728987
1;47437;68728987
1;47438;68728988
1;47439;68728988
1;47440;68728989
1;47441;68728989
1;47442;68728990
1;47443;68729026
1;47444;68729027
1;47445;68729028
1;47446;68729028
1;47447;68729029
2;47461;68729109
2;47462;68729109
2;47463;68729109
2;47464;68729112
2;47465;68729146
2;47466;68729147
2;47467;68729147
2;47468;68729148
2;47469;68729148
2;47470;68729149
3;47493;68729307
3;47494;68729307
3;47495;68729308
3;47496;68729309
3;47497;68729309
3;47498;68729481
3;47499;68729481
3;47500;68729481
3;47501;68729481
3;47502;68729481
3;47503;68729481
3;47504;68729481
3;47505;68729481
3;47506;68729481
3;47507;68729481
3;47508;68729481
3;47509;68729481
3;47510;68729481
3;47511;68729481
3;47512;68729481
3;47513;68729481
3;47514;68729481
3;47515;68729481
3;47516;68729481
3;47517;68729481
3;47518;68729481
3;47519;68729481
3;47520;68729481
3;47521;68729481
3;47522;68729481
3;47523;68729481
3;47524;68729481
4;47525;68729482
4;47526;68729496
5;47557;68731028
5;47558;68731028
6;47589;68731029
6;47590;68731029
6;47591;68731029
6;47592;68731029
6;47593;68731029
7;47621;68731030
7;47622;68731030
7;47623;68731030
7;47624;68731030
7;47625;68731030
7;47626;68731030
7;47627;68731030
7;47628;68731031
7;47629;68731031
7;47630;68731031
7;47631;68731031
7;47632;68731031
7;47633;68731031
7;47634;68731031
7;47635;68731031
7;47636;68731031
7;47637;68731031
7;47638;68731031
7;47639;68731031
7;47640;68731031
7;47641;68731031
8;47653;68731032
8;47654;68731032
8;47655;68731032
8;47656;68731032
8;47657;68731032
8;47658;68731032
8;47659;68731032
8;47660;68731032
8;47661;68731032
5;47559;68731079
5;47560;68731079
5;47561;68731079
5;47562;68731079
5;47563;68731079
5;47564;68731079
5;47565;68731079
5;47566;68731079
5;47567;68731079
5;47568;68731079
5;47569;68731079
5;47570;68731079
5;47571;68731079
5;47572;68731079
5;47573;68731079
5;47574;68731079
5;47575;68731079
5;47576;68731079
5;47577;68731079
5;47578;68731079
5;47579;68731079
5;47580;68731079
5;47581;68731079
5;47582;68731079
5;47583;68731079
5;47584;68731079
5;47585;68731079
5;47586;68731079
5;47587;68731079
5;47588;68731079
6;47594;68731081
6;47595;68731081
6;47596;68731081
6;47597;68731081
6;47598;68731081
6;47599;68731081
6;47600;68731081
6;47601;68731081
6;47602;68731081
6;47603;68731081
6;47604;68731081
6;47605;68731081
6;47606;68731081
6;47607;68731081
6;47608;68731081
6;47609;68731081
6;47610;68731081
6;47611;68731081
6;47612;68731081
6;47613;68731081
6;47614;68731081
6;47615;68731081
6;47616;68731081
6;47617;68731081
6;47618;68731081
6;47619;68731081
6;47620;68731081
7;47642;68731082
7;47643;68731082
7;47644;68731082
7;47645;68731082
7;47646;68731082
7;47647;68731082
7;47648;68731082
7;47649;68731082
7;47650;68731082
7;47651;68731082
7;47652;68731082
13;47813;68731113
13;47814;68731114
13;47815;68731116
13;47816;68731116
13;47817;68731117
14;47845;68731129
14;47846;68731130
14;47847;68731130
14;47848;68731253
14;47849;68731253
14;47850;68731253
14;47851;68731253
14;47852;68731253
14;47853;68731253
14;47854;68731253
14;47855;68731253
14;47856;68731253
14;47857;68731253
14;47858;68731253
14;47859;68731253
14;47860;68731253
14;47861;68731253
14;47862;68731253
14;47863;68731253
14;47864;68731253
14;47865;68731254
14;47866;68731254
14;47867;68731254
14;47868;68731254
14;47869;68731254
14;47870;68731254
14;47871;68731254
14;47872;68731254
14;47873;68731254
14;47874;68731254
14;47875;68731254
14;47876;68731254
16;47909;68731368
16;47910;68731369
16;47911;68731369
16;47912;68731370
16;47913;68731370
16;47914;68731371
16;47915;68731372
16;47916;68731372
16;47917;68731372
16;47918;68731373
16;47919;68731373
16;47920;68731374
16;47921;68731374
16;47922;68731375
16;47923;68731433
16;47924;68731433
16;47925;68731434
16;47926;68731434
16;47927;68731435
16;47928;68731435
16;47929;68731436
16;47930;68731436
16;47931;68731436
16;47932;68731437
16;47933;68731438
16;47934;68731438
16;47935;68731509
16;47936;68731509
16;47937;68731509
16;47938;68731509
16;47939;68731509
16;47940;68731509
17;47941;68731515
17;47942;68731516
17;47943;68731516
17;47944;68731516
17;47945;68731517
17;47946;68731517
17;47947;68731517
17;47948;68731518
17;47949;68731518
17;47950;68731519
18;47973;68731635
18;47974;68731636
18;47975;68731636
18;47976;68731637
18;47977;68731637
18;47978;68731638
18;47979;68731639
18;47980;68731639
18;47981;68731639
18;47982;68731699
18;47983;68731775
18;47984;68731776
18;47985;68731776
18;47986;68731776
18;47987;68731776
18;47988;68731776
18;47989;68731776
18;47990;68731776
18;47991;68731776
18;47992;68731776
18;47993;68731776
18;47994;68731776
18;47995;68731776
18;47996;68731776
18;47997;68731776
18;47998;68731776
18;47999;68731776
18;48000;68731776
18;48001;68731776
18;48002;68731776
18;48003;68731776
18;48004;68731776
19;48005;68731776
19;48006;68731779
19;48007;68731780
20;48037;68731903
20;48038;68731903
20;48039;68731904
20;48040;68731964
20;48041;68732103
20;48042;68732103
20;48043;68732103
20;48044;68732103
20;48045;68732103
20;48046;68732103
20;48047;68732103
20;48048;68732103
20;48049;68732103
20;48050;68732103
20;48051;68732103
20;48052;68732103
20;48053;68732103
20;48054;68732103
20;48055;68732103
20;48056;68732103
20;48057;68732103
20;48058;68732103
20;48059;68732103
20;48060;68732103
20;48061;68732103
20;48062;68732103
20;48063;68732103
20;48064;68732103
20;48065;68732103
20;48066;68732103
20;48067;68732103
20;48068;68732103
21;48069;68732105
21;48070;68732107
21;48071;68732108
22;48101;68732379
22;48102;68732379
22;48103;68732379
22;48104;68732379
22;48105;68732379
22;48106;68732379
22;48107;68732379
22;48108;68732379
22;48109;68732379
22;48110;68732379
22;48111;68732379
22;48112;68732379
22;48113;68732379
22;48114;68732379
22;48115;68732379
22;48116;68732379
22;48117;68732379
22;48118;68732379
22;48119;68732379
22;48120;68732379
22;48121;68732379
22;48122;68732379
22;48123;68732379
22;48124;68732379
22;48125;68732379
22;48126;68732379
22;48127;68732379
22;48128;68732379
22;48129;68732379
22;48130;68732379
22;48131;68732380
22;48132;68732380
23;48133;68732385
23;48134;68732387
24;48165;68732500
24;48166;68732500
24;48167;68732501
24;48168;68732644
24;48169;68732644
24;48170;68732644
