0;147;2;16.0884353741;0.801730414306;3.19826958569;14.6525681825;17.5243025657;15.0884353741;1.4358671916
1;142;2;1.0;0.765285001808;3.23471499819;1.0;1.0;0.0;0.0
2;139;2;1.0;0.901362681849;3.09863731815;1.0;1.0;0.0;0.0
3;136;2;1.0;0.880390118495;3.11960988151;1.0;1.0;0.0;0.0
4;130;1;1.0;0.44122128365;1.55877871635;1.0;1.0;0.0;0.0
5;122;2;1.0;0.643171263088;3.35682873691;1.0;1.0;0.0;0.0
6;119;1;1.0;0.396812388955;1.60318761104;1.0;1.0;0.0;0.0
7;113;1;1.0;0.361955247499;1.6380447525;1.0;1.0;0.0;0.0
8;103;1;1.0;0.312324514894;1.68767548511;1.0;1.0;0.0;0.0
9;99;1;1.0;0.29856964319;1.70143035681;1.0;1.0;0.0;0.0
10;95;1;1.0;0.264333635403;1.7356663646;1.0;1.0;0.0;0.0
11;92;1;1.0;0.252435294352;1.74756470565;1.0;1.0;0.0;0.0
12;87;1;1.0;-0.2090804666;2.2090804666;1.0;1.0;0.0;0.0
13;84;1;1.0;-0.204016715;2.204016715;1.0;1.0;0.0;0.0
14;80;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
15;71;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
16;68;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
17;62;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
18;59;0;1.0;0.0;0.0;1.0;1.0;0.0;0.0
19;55;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
20;54;1;1.0;0.552287708125;1.44771229188;1.0;1.0;0.0;0.0
21;50;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
22;46;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
23;45;1;1.0;0.754777878468;1.24522212153;1.0;1.0;0.0;0.0
24;44;0;1.0;-0.247993080915;0.247993080915;1.0;1.0;0.0;0.0
25;42;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
26;39;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
27;39;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
28;38;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
29;35;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
30;34;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
31;32;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0
