0;132;4;1.30303030303;2.127693298;5.872306702;1.01346927946;1.5925913266;0.30303030303;0.289561023574
1;133;7;1.0;4.42062813644;9.57937186356;1.0;1.0;0.0;0.0
2;133;10;1.0;7.05940952045;12.9405904796;1.0;1.0;0.0;0.0
3;133;12;1.0;8.80092756042;15.1990724396;1.0;1.0;0.0;0.0
4;133;15;1.0;11.6245312216;18.3754687784;1.0;1.0;0.0;0.0
5;133;16;1.0;12.5500085812;19.4499914188;1.0;1.0;0.0;0.0
6;133;17;1.0;13.5118859718;20.4881140282;1.0;1.0;0.0;0.0
7;133;17;1.0;13.5618236551;20.4381763449;1.0;1.0;0.0;0.0
8;133;16;1.0;12.747316897;19.252683103;1.0;1.0;0.0;0.0
9;132;15;1.0;11.7888327254;18.2111672746;1.0;1.0;0.0;0.0
10;132;14;1.0;10.9762466255;17.0237533745;1.0;1.0;0.0;0.0
11;132;12;1.0;9.26457149083;14.7354285092;1.0;1.0;0.0;0.0
12;132;10;1.0;7.62133392997;12.37866607;1.0;1.0;0.0;0.0
13;132;9;1.0;6.73614325796;11.263856742;1.0;1.0;0.0;0.0
14;132;7;1.0;5.10592155813;8.89407844187;1.0;1.0;0.0;0.0
15;132;4;1.0;2.05782728665;5.94217271335;1.0;1.0;0.0;0.0
16;132;8;1.05303030303;4.97285866549;11.0271413345;0.966126517783;1.13993408828;0.0530303030303;0.086903785247
17;131;10;1.0;6.73521109949;13.2647889005;1.0;1.0;0.0;0.0
18;131;15;1.0;10.996303807;19.003696193;1.0;1.0;0.0;0.0
19;131;15;1.0;11.1919835962;18.8080164038;1.0;1.0;0.0;0.0
20;131;15;1.0;11.406892067;18.593107933;1.0;1.0;0.0;0.0
21;131;17;1.0;13.2604048419;20.7395951581;1.0;1.0;0.0;0.0
22;130;16;1.0;12.5949630918;19.4050369082;1.0;1.0;0.0;0.0
23;130;15;1.0;11.773889577;18.226110423;1.0;1.0;0.0;0.0
24;130;16;1.0;12.7771173021;19.2228826979;1.0;1.0;0.0;0.0
25;130;16;1.0;12.7900606584;19.2099393416;1.0;1.0;0.0;0.0
26;130;14;1.0;10.9564935139;17.0435064861;1.0;1.0;0.0;0.0
27;130;13;1.0;10.1727784773;15.8272215227;1.0;1.0;0.0;0.0
28;130;11;1.0;8.42314745504;13.576852545;1.0;1.0;0.0;0.0
29;130;8;1.0;5.93932591313;10.0606740869;1.0;1.0;0.0;0.0
30;130;6;1.0;4.42613416905;7.57386583095;1.0;1.0;0.0;0.0
31;130;3;1.0;2.64659730966;3.35340269034;1.0;1.0;0.0;0.0
