8234;1
8235;1
8236;1
8237;1
8238;1
8239;1
8240;1
8241;1
8242;1
8243;2
8266;1
8267;1
8268;1
8269;1
8270;1
8271;1
8272;1
8273;1
8298;1
8299;1
8330;2
8331;1
8362;2
8363;1
8394;2
8426;1
8427;2
8428;1
8458;2
8459;1
8460;1
8461;1
8462;1
8463;131
8464;130
8465;130
8466;129
8467;129
8468;128
8469;72
8470;71
8471;71
8472;70
8473;70
8474;70
8475;69
8476;69
8477;68
8478;68
8479;68
8480;67
8481;67
8482;66
8483;66
8484;65
8485;8
8486;8
8487;7
8488;6
8489;6
8490;1
8491;1
8492;131
8493;131
8494;131
8495;130
8496;130
8497;129
8498;129
8499;128
8500;127
8501;70
8502;69
8503;69
8504;69
8505;68
8506;68
8507;68
8508;68
8509;67
8510;67
8511;66
8512;66
8513;66
8514;65
8515;65
8516;64
8517;8
8518;8
8519;7
8520;7
8521;7
8554;1
8555;2
8556;1
8557;2
8586;1
8587;1
8588;1
8589;131
8590;132
8591;131
8592;130
8593;130
8594;129
8595;129
8596;128
8597;128
8598;75
8599;75
8600;74
8601;74
8602;73
8603;73
8604;72
8605;72
8606;72
8607;71
8608;71
8609;70
8610;70
8611;70
8612;69
8613;69
8614;9
8615;8
8616;8
8617;7
8618;1
8619;1
8620;1
8621;1
8622;1
8623;1
8624;1
8625;1
8626;128
8627;128
8628;127
8629;127
8630;72
8631;71
8632;71
8633;70
8634;70
8635;70
8636;69
8637;69
8638;68
8639;68
8640;67
8641;67
8642;66
8643;66
8644;67
8645;66
8646;66
8647;8
8648;7
8649;7
8650;1
8651;1
8652;1
8653;1
8654;1
8682;1
8683;2
8684;1
8685;2
8686;1
8687;1
8688;1
8689;1
8690;1
8691;1
8692;2
8693;1
8694;1
8695;1
8696;1
8697;1
8698;1
8699;1
8700;71
8701;71
8702;71
8703;70
8704;70
8705;69
8706;69
8707;56
8708;55
8709;55
8710;54
8711;54
8712;53
8713;5
8746;1
8747;1
8748;1
8749;2
8750;1
8751;1
8752;1
8753;1
8754;1
8755;1
8756;1
8757;1
8758;1
8759;1
8760;1
8761;1
8762;1
8763;70
8764;70
8765;70
8766;69
8767;69
8768;68
8769;68
8770;67
8771;67
8772;67
8773;66
8774;66
8775;65
8776;65
8777;6
8778;2
8810;2
8811;1
8812;1
8813;1
8814;1
8842;1
8843;75
8844;74
8845;74
8846;74
8847;72
8848;72
8849;72
8850;71
8851;71
8852;70
8853;70
8854;70
8855;69
8856;68
8857;14
8858;13
8859;13
8860;12
8861;12
8862;11
8863;11
8864;10
8865;10
8866;10
8867;9
8868;9
8869;9
8870;8
8871;8
8872;7
8873;7
8874;1
8875;1
8906;2
8938;2
8939;1
8940;1
8941;1
8942;85
8943;85
8944;84
8945;84
8946;83
8947;83
8948;83
8949;82
8950;82
8951;81
8952;81
8953;80
8954;80
8955;13
8956;12
8957;12
8958;11
8959;11
8960;11
8961;10
8962;10
8963;9
8964;9
8965;8
8966;8
8967;7
8968;6
8969;6
8970;1
8971;1
8972;1
9002;1
9003;1
9004;1
9005;1
9006;1
9007;1
9008;1
9009;1
9010;1
9011;1
9012;1
9013;1
9014;1
9034;1
9035;1
9036;1
9037;1
9038;59
9039;59
9040;59
9041;58
9042;58
9043;58
9044;57
9045;16
9046;15
9047;15
9048;14
9049;14
9050;14
9051;13
9052;13
9053;12
9054;12
9055;11
9056;11
9057;10
9058;10
9059;10
9060;9
9061;9
9062;8
9063;8
9064;7
9065;7
9066;2
9067;1
9068;1
9069;1
9070;1
9071;1
9072;1
9073;2
9074;1
9098;1
9099;1
1066;2
1067;1
1098;1
1099;123
1100;122
1101;122
1102;121
1103;121
1104;120
1105;90
1106;90
1107;90
1108;89
1109;89
1110;89
1111;88
1112;88
1113;86
1114;51
1115;50
1116;50
1117;49
1118;49
1119;48
1120;48
1121;47
1122;11
1123;10
1124;10
1125;9
1126;9
1127;9
1128;8
1129;8
1130;2
1131;1
1132;1
1133;1
1134;1
1135;1
1136;1
1137;127
1138;92
1139;91
1140;91
1141;90
1142;90
1143;89
1144;89
1145;88
1146;52
1147;51
1148;51
1149;50
1150;50
1151;49
1152;49
1153;48
1154;12
1155;11
1156;11
1157;10
1158;10
1159;10
1160;9
1161;8
1162;1
1163;2
1164;1
1165;1
1166;1
1194;3
1195;3
1196;2
1197;1
1198;1
1199;1
1200;1
1201;1
1202;1
1203;1
1204;1
1205;1
1226;1
1227;1
1228;1
1229;1
1230;1
1231;1
1232;1
1233;1
1258;2
1290;1
1291;1
1292;1
1322;1
1323;2
1418;2
1419;1
1450;1
1451;1
1452;2
1453;1
1454;1
1455;1
1456;1
1457;1
1458;1
1459;2
1460;1
1482;2
1483;1
1546;2
1547;1
1578;2
1579;1
1580;1
1581;1
1582;1
1583;1
1584;1
1585;1
1586;1
1587;1
1588;1
1589;1
1610;1
1611;1
1612;2
1613;1
1614;1
1615;1
1616;1
1617;1
1618;1
1619;1
1620;76
1621;76
1622;76
1623;75
1624;75
1625;74
1626;74
1627;73
1628;11
1629;11
1630;10
1631;10
1632;9
1633;9
1634;9
1635;8
1636;8
1637;7
1638;7
1639;7
1640;6
1641;6
1642;2
1643;1
1644;1
1645;1
1646;1
1647;1
1648;1
1649;1
1674;1
1706;134
1707;134
1708;134
1709;133
1710;133
1711;131
1712;77
1713;77
1714;76
1715;76
1716;75
1717;75
1718;75
1719;74
1720;74
1721;73
1722;73
1723;73
1724;72
1725;72
1726;72
1727;11
1728;10
1729;10
1730;9
1731;9
1732;8
1733;8
1734;7
1735;7
1736;7
1737;6
1738;1
1739;2
1740;1
1741;1
1742;1
1743;2
1744;77
1745;77
1746;76
1747;76
1748;75
1749;75
1750;75
1751;74
1752;74
1753;73
1754;73
1755;72
1756;72
1757;12
1758;12
1759;11
1760;11
1761;10
1762;10
1763;10
1764;9
1765;9
1766;9
1767;8
1768;8
1769;7
1770;2
1771;1
1772;1
1802;2
1803;1
1804;1
1834;2
1835;1
1836;1
1837;1
1838;1
1866;1
1867;1
1898;1
1899;1
1900;1
1901;1
1902;1
1903;1
1904;1
1905;1
1906;1
1907;1
1908;1
1909;1
1910;129
1911;76
1912;76
1913;75
1914;75
1915;74
1916;74
1917;73
1918;73
1919;72
1920;72
1921;72
1922;71
1923;71
1924;70
1925;70
1926;70
1927;8
1928;7
1929;7
1930;1
1931;1
1932;1
1962;1
1963;1
1964;1
1965;1
1966;1
1967;1
1968;2
1994;1
1995;1
1996;1
1997;1
2026;1
2027;1
2028;1
2029;1
2030;1
2031;1
2032;1
2033;1
2034;2
2035;1
2036;1
2037;1
2038;1
2039;1
2040;1
2041;1
2042;1
2043;1
2044;1
2045;1
2046;1
2047;1
2048;1
2049;70
2050;69
2051;69
2052;69
2053;68
2054;68
2055;8
2056;7
2057;7
2058;1
2090;1
2091;1
2092;1
2093;1
2094;1
2095;1
2096;1
2097;1
2098;1
2099;1
2100;1
2101;1
2102;1
2103;2
2104;1
2105;2
2106;1
2107;73
2108;72
2109;72
2110;72
2111;71
2112;71
2113;70
2114;70
2115;69
2116;69
2117;69
2118;68
2119;7
2120;7
2121;7
2122;133
2123;132
2124;132
2125;123
2126;123
2127;122
2128;122
2129;121
2130;122
2131;121
2132;121
2133;121
2134;120
2135;75
2136;74
2137;74
2138;73
2139;73
2140;72
2141;72
2142;72
2143;71
2144;71
2145;70
2146;70
2147;69
2148;69
2149;68
2150;68
2151;8
2152;8
2153;7
2154;1
2155;2
2156;1
2157;1
2158;1
2159;131
2160;130
2161;130
2162;129
2163;129
2164;128
2165;128
2166;127
2167;73
2168;72
2169;71
2170;71
2171;70
2172;70
2173;70
2174;69
2175;69
2176;68
2177;68
2178;68
2179;67
2180;67
2181;66
2182;66
2183;7
2184;7
2185;6
2186;2
2187;1
2188;1
2189;1
2190;2
2191;1
2192;1
2193;1
2194;1
2195;1
2196;2
2197;1
2198;1
2199;1
2200;1
2201;1
2218;1
2219;1
2220;1
2221;1
2222;1
2223;1
2224;1
2250;1
2251;1
2252;1
2282;1
2283;133
2284;133
2285;133
2286;132
2287;131
2288;131
2289;130
2290;130
2291;130
2292;129
2293;129
2294;128
2295;74
2296;74
2297;74
2298;73
2299;73
2300;72
2301;72
2302;72
2303;71
2304;71
2305;70
2306;70
2307;70
2308;69
2309;69
2310;68
2311;8
2312;7
2313;7
2314;2
2378;2
2379;1
2380;1
2381;1
2410;2
2411;1
2538;1
2539;1
2540;69
2541;69
2542;69
2543;68
2544;67
2545;67
2546;66
2547;66
2548;65
2549;65
2550;64
2551;64
2552;63
2553;63
2554;62
2555;15
2556;14
2557;12
2558;11
2559;11
2560;11
2561;10
2562;10
2563;9
2564;9
2565;9
2566;8
2567;8
2568;7
2569;7
2570;1
2602;2
2603;1
2604;1
2605;1
2606;2
2607;1
2608;129
2609;76
2610;76
2611;75
2612;75
2613;74
2614;74
2615;73
2616;73
2617;72
2618;72
2619;71
2620;71
2621;71
2622;70
2623;70
2624;69
2625;69
2626;68
2627;9
2628;8
2629;8
2630;7
2631;7
2632;7
2633;6
2634;1
2635;2
2636;1
2637;1
2638;1
2639;1
2640;1
2641;1
2642;1
2643;1
2644;1
2645;75
2646;74
2647;74
2648;74
2649;73
2650;73
2651;72
2652;72
2653;71
2654;71
2655;71
2656;70
2657;70
2658;69
2659;69
2660;68
2661;68
2662;8
2663;7
2664;7
2665;6
2698;2
2699;1
